,title,company_name,company_code,category,report_date,suggestion,writer,report_corp,target_est,current_est,current_est_date,summary,keywords,pdf_link,pdf_id
318,1Q22E Preview : 볼 때가 되었습니다.,코웨이,021240,개인 서비스,2022-04-18,BUY,이진협,유안타증권,110000,66000,2022-04-15,"코웨이의 주가는 최근 주가 부진, 금리 상승에 기인하여 연초대비 -11% 하락하였는데, 이는 실적 불확실성 등이 크지 않았으며, 말레이시아의 고속 성장은 동사의 성장성을 확대시켜주고 있었기 때문으로 보인다.",금리 코웨이 말레이시아 태국 렌탈 계정 부진 성장 관리 이해 비즈니스 채권 상관관계 관심 법인 서비스 매니저 닥터 부분 파업 렌탈판매 해지 변수 안정 국내 연초 하락 방어 성격 불확실 고속 포지션 가지 생각 시가총액 해당 가치 사이클 부정 실제 간의 가량 참고 수혜 주인 신한지주 전략 기준금리 인상 차례,https://markets.hankyung.com/pdf/2022/04/ac062051b3de65185335bc0000e254d5,ac062051b3de65185335bc0000e254d5
319,1Q 매출은 예상 상회,LS전선아시아,229640,기타 금융,2022-04-15,BUY,박강호,대신증권,12000,8160,2022-04-14,"구리의 평균가격(2022년 1분기)이 17.5% 상승, 베트남의 인프라 투자로 매출 성장이 높고, 미얀마법인은 원가절감 노력으로 2분기 연속 흑자 기록.",베트남 전력 프로젝트 통신 수요 법인 수주 선의 재생 에너지 구리 인프라 성장 미얀마 정세 생산 효율 절감 노력 연속 흑자 여력 상존 정부 신재생에너지 정책 강화 믹스 매수 포인트 정상화 진행 지연 비롯 하반기 회복 창사 최대 한국 대형 발전소 아세안 국가 집중 기대 중화 교체,https://markets.hankyung.com/pdf/2022/04/ceba18f078b6444aa068eaf612a32555,ceba18f078b6444aa068eaf612a32555
320,언제 깨어날까?⇒ 말이 아닌 행동이 필요한 시기,LG,003550,기타 금융,2022-04-15,BUY,이상헌,하이투자증권,106000,74800,2022-04-14,"동사의 경영진은 인적분할이 기업가치와 주주이익 증대를 가능하게 할 뿐만 아니라, 향후 자본의 효율적 분배 및 적극적인 주주의 이익 환원이 기대된다는 명분을 내세우며 기존 또는 신규사업 투자 등을 통해 성장을 극대화 하면서 NAV 할인율을 개선시키겠다고 밝혔다.",성장 인적 분할 신규 모빌리티 가치 자회사 모멘텀 영진 주주 자본 효율 분배 명분 밸류 할인 활용 관점 카카오 고유 상장회사 기업 증대 적극 환원 기대 차원 산업 분야 체인 대화 수행 자금 조달 능력 제외 전혀 업체 연속 측면 인수 지주회사 얽매 시도 그룹 포트폴리오 재정 기회 보유 현금,https://markets.hankyung.com/pdf/2022/04/da51fbf2e87970bd577394e4a2e7378a,da51fbf2e87970bd577394e4a2e7378a
321,도약을 위한 발판 마련,크래프톤,259960,소프트웨어 개발,2022-04-14,BUY,정의훈,유진투자증권,430000,267500,2022-04-13,"크래프톤은 1분기 매출 성장이 예상되나, 모바일부문에서는 뉴스테이트의 매출이 여전히 부진할 것으로 보인다.",보상 성장 유저 출시 중국 평정 크래프톤 게임 부분 유료 패키지 판매 회복 주식 배그 확보 점진 신작 수기 회하 정치 배틀 라운드 화로 변경 스타 터팩 모바일 겨울방학 춘절 뉴스 테이 일부 센티 인건비 마케팅 하반기 대폭 프로젝트 칼리스토 프로토콜 서비스 전환 모되 성은 장르 특성 직후 발생 부진,https://markets.hankyung.com/pdf/2022/04/9fc1d4c67e24dc0aa9efc35847da297d,9fc1d4c67e24dc0aa9efc35847da297d
322,중국 락다운은 결국 풀린다,POSCO홀딩스,005490,1차 철강,2022-04-13,BUY,방민진,유진투자증권,460000,282000,2022-04-12,광양 4고로 개보수로 인해 출하량은 820만톤에 그칠 전망이지만 고로개보수 여파로 제품 생산단가는 전분기비 톤당 3 만원 가량 하락했을 것으로 예상된다.,인상 출하 고로 하량 제품 전분 기비 투입 원료 마진 중국 올해 조원 광양 개보 수가 시작 관망 보임 만원 가량 하락 중심 스프레드 축소 재개 보수 여파 타이트 국내 수급 지지 견인 유통 재압 연사 누적 전가 글로벌 완성 차향 기대 국내외 니켈 급등 이자 바로미터 철강 반등 코로나,https://markets.hankyung.com/pdf/2022/04/70a88a01b985b90f5d4edd514b62ee58,70a88a01b985b90f5d4edd514b62ee58
323,밸류 부담이 있는 듯 없는 구간,한온시스템,018880,일반 목적용 기계 제조,2022-04-13,NR,신윤철,하이투자증권,13500,11100,2022-04-12,동사의 러시아-우크라이나 사태에 따른 직접적인 실적 영향은 제한적이지만 상반기까지의 수익성은 역성장 구간에 머무를 것으로 전망된다.,유럽 생산 프리미엄 수주 시스템 추세 하향 러시아 하반기 갈수록 상반기 역성 올해 차종 기대 확보 고객 시작 제네시스 현대차 법인 운영 우크라이나 사태 직접 제한 감익 요인 점차 해소 성은 구간 중장 기적 체력 동안 내연기관차 연구개발 주로 자체 대응 역사 따라서 측면 역할 대표 레퍼런스 브랜드 신차 진행,https://markets.hankyung.com/pdf/2022/04/ca4e7fd7e2c4fdb8a5287cc8f83fc258,ca4e7fd7e2c4fdb8a5287cc8f83fc258
324,1분기 안정적 실적 달성 지속 전망 Valuation 매력 보유,바텍,043150,의료기기 제조,2022-04-13,BUY,박종선,유진투자증권,55000,42600,2022-04-12,"진단 장비 시장의 성장이 예상되고 있는 가운데, 동사는 2018년 Green Smart 제품 출시, 2020년에 2위로 올라섰으며 현재 1위와 격차를 줄이고 있음.",성장 중국 장비 제품 생산 규모 자회사 코니아 보유 진단 치과 미아 광전 차지 출시 위로 격차 일선 도시 위주 프리미엄 진입 위해 인증 대형 병원 중심 판매 공장 내년 예정 금액 믹스 레이 언스 분말 손자 회사 세라 블록 제조 바텍엠시스 유통 국내 글로벌 보수 성은 북미 유럽 지역,https://markets.hankyung.com/pdf/2022/04/7630ace98f2abaa1f256eac4f5a1461c,7630ace98f2abaa1f256eac4f5a1461c
325,1분기 실적도 안정적 실적 달성 전망,레이언스,228850,의료기기 제조,2022-04-13,BUY,박종선,유진투자증권,16000,12450,2022-04-12,"덴탈 디텍터 시장으로 진출 확대 추진 중인 동사는 주력 사업인 Dental System사를 확보함과 동시에 글로벌 IOS시장 지배력 강화를 위해 미국, 중국, 유럽 지역 고객 확보를 추진하고 있다.",추진 디텍터 중국 회복 성장 덴탈 산업 진출 주력 사업인 고객 확보 글로벌 미국 유럽 코니아 양호 수종 전략 안정 영역 동물 모회사 바텍 이외 신규 지배 강화 위해 지역 의료 부가가치 반도체 검사 장비 진입 분말 생산 자회사 세라 블록 제조 관계 회사 바텍엠시스 유통 것임 국내 최소 수익률,https://markets.hankyung.com/pdf/2022/04/8bf10d93048d5e0ab690e103831e478a,8bf10d93048d5e0ab690e103831e478a
326,제네시스가 주는 안정감,현대차,005380,자동차 엔진 및 자동차 제조,2022-04-13,BUY,김귀연,대신증권,210000,178000,2022-04-12,"2H22~23년 반도체 수급 개선에 따른 판매 증가, 제네시스 라인업 확장에 따라 외형/수익성 개선으로 영업이익 증감 및 원달러 환율 상승의 효과로 인해 2022년 EPS 23749원에 Targe PER 8.5배를 부여했다.",판매 제네시스 밸류 반도체 부여 물량 수급 라인업 확장 글로벌 해외 증설 대감 외형 증익 흐름 원자재 업종 완화 변동 달러 환율 차질 하향 지역 안정 성장 지표 종가 그룹 지정학적 리스크 점진 생산 도매 반등 시그널 전반,https://markets.hankyung.com/pdf/2022/04/91c069bb5c3606badf59b827207f1a0e,91c069bb5c3606badf59b827207f1a0e
327,기다림의 시간,현대모비스,012330,자동차 부품,2022-04-13,BUY,김귀연,대신증권,250000,206500,2022-04-12,"현대모비스는 운임, 원자재 가격 상승과 투자 확대기조 지속에 따른 수익성 부진으로 주가 Re-rating 가능할 것으로 판단하고 2022년 EPS 29/235.5원에 Target PER 8.5%배를 부여했다.",성장 현대 외형 기아 운임 원자재 안정화 물량 회복 할인 제한 모비스 안정 현대차 그룹 시점 주목 동화 핵심 부품 미래 반도체 자율 주행 계획 수기 돌입 지표 부여 글로벌 평균값 물량비중 고객 가동 하락 기조 부진 여력 밸류,https://markets.hankyung.com/pdf/2022/04/badee46dbcb78000fb43bb2b2916eed5,badee46dbcb78000fb43bb2b2916eed5
328,반도체 수급 차질 심화를 예상한다면,한국타이어앤테크놀로지,161390,고무제품 제조,2022-04-13,BUY,김귀연,대신증권,39000,33450,2022-04-12,한국타이어의 목표주가는 12개월 선행 PER/PBR Valuation에 가중치 0.8 1.2배를 부여해 산출했으며 2H21 이후 주가 하락이 계속된 상황에서 BottomVolue를 반영하기 위해  20% 반영해 계산했다.,글로벌 타이어 흐름 차질 한국 선행 가중 부여 산출 그룹 외형 성장 둔화 우려 당시 위해 저하 수요 테크놀로지 차량 반도체 수급 심화 장기 헷지 종목 완성 출고 지연 교체 인상 전가 가능 유럽 중국 일부 코로나 정상화 호조 지표 하락 계속 평균값 원자재 운임 감익 고하 물류 완화 안정화,https://markets.hankyung.com/pdf/2022/04/f9e564e89adf2e7957d5c6403e699df4,f9e564e89adf2e7957d5c6403e699df4
329,유리한 조건을 갖췄다,만도,204320,자동차 부품,2022-04-13,BUY,김귀연,대신증권,60000,49600,2022-04-12,"Daishin Securities 79 InI티ation 만도 유리한 조건을 갖췄으며 목표주가 6.0만원은 2022년 EPS 4,290.2원에 Target PER 14배를 부여했다.",자율 주행 고객 현대차 중국 조건 부여 레벨 합작 파트너 밸류 할인 북미 업체 보유 포트폴리오 제네시스 모멘텀 탑재 만도 사인 로컬 물량 호조 계약 구조 호실 비롯 증설 업황 사별 그룹 유럽 시작 강화 시스템 예정 지표 사의 우호 바탕 타부 품사 견조 외형 확보 차량 판매 수혜,https://markets.hankyung.com/pdf/2022/04/ffdd2bda9aec81093834c129856168a5,ffdd2bda9aec81093834c129856168a5
330,투자의 정석,기아,000270,자동차 엔진 및 자동차 제조,2022-04-13,BUY,김귀연,대신증권,90000,76800,2022-04-12,"기아의 내수 기준 백오더 물량 47만대(vs 2021년초 10만대,  5.7배) 보유, 글로벌 Peer Group 평균 7.0배에 비해 할인된 가격으로 거래되고 있어 밸류에이션 부담 제한적이다.",판매 밸류 부여 제한 회복 기아 물량 글로벌 수출 미국 유럽 중심 인상 외형 성장 펀더 멘털 정석 보유 컨센 정치 할인 거래 단일 구조 특성 민감 크기 수급 생산량 견조 지표 평균값,https://markets.hankyung.com/pdf/2022/04/e92e041ab75bfb691393439e639b0657,e92e041ab75bfb691393439e639b0657
331,S- 재평가 필요,S-Oil,010950,석유 정제품 제조,2022-04-12,BUY,"황성현, 이유진",유진투자증권,140000,103500,2022-04-11,정유사들의 재고평가 손실이 발생할 가능성도 낮아져 수요 둔화에 대한 우려는 제한적이라 판단된다.,수요 재고 유사 유가 마진 경유 강세 제품 손익 인식 유제품 실제 미국 공유 동반 지정학 이슈 국제 월간 원유 가처분소득 달러 배럴 다운 스트림 전가 둔화 우려 제한 손실 발생 가능성 보고 확보 소진 화학 전반 소강 상태 중국 동계올림픽 관망 오미크론 확산 거래 자체 최악 벤젠 주력 형성,https://markets.hankyung.com/pdf/2022/04/dc3c6dce8afa5c25dd8c0f7e7615ee86,dc3c6dce8afa5c25dd8c0f7e7615ee86
332,본업 긍정적,SK이노베이션,096770,석유 정제품 제조,2022-04-12,BUY,"황성현, 이유진",유진투자증권,300000,206500,2022-04-11,"정유 초 강세가 지속되고 있고 2021년 연말 반영되었던 성과금 등 일회성 비용의 기저효과로 큰 폭 실적 개선 예상, 배터리 사업도 적자가 예상되는 가운데 SK On은 상장 시기는 2018년 이후로 전망되며 중장기 가치 재평가 기대감도 있다.",가동 마진 경유 배럴 정제 강세 반등 미국 화학 배터리 적지 이슈 공장 적자 국제 유가 싱가폴 본업 연말 과금 시작 긍정 실제 유사 공유 동반 상반기 거래 가중 스프레드 하락 다시 역성 차량 반도체 수급 초기 분리 소재 유럽 축소 이노베이션 대해 경쟁 정유 호황 레버리지 중심 원유 도입,https://markets.hankyung.com/pdf/2022/04/0275d5255e11a5bcf2516293fb5cec10,0275d5255e11a5bcf2516293fb5cec10
333,대형 해외 Project 실적 기여 확대 지속,삼성엔지니어링,028050,건축기술,2022-04-12,BUY,김기룡,유안타증권,31000,24350,2022-04-11,"삼성엔지니어링 연결 실적은 매출액 1.95조원, 영업이익 1,344억원으로 현 시장 예상치를 소폭 상회할 것으로 추정한다.",화공 수주 성과 상치 삼성 엔지니어링 대형 해외 기여 참여 제한 러시아 성장 견인 멕시코 도스 카스 정유 공장 도급 기조 현장 원자재 선발 입찰 비화 가율 사우디 얀부 충당금 설정 예정 소멸 평년 흐름 순항 신규 가이던스 달성 초기 설계 공정 진행 훼손 기적 수처리 분야 기술 업체 인수,https://markets.hankyung.com/pdf/2022/04/6497e7a9f28de58194d21d21a22ff014,6497e7a9f28de58194d21d21a22ff014
334,경기둔화 우려가 삼킨 서프라이즈,삼성전자,005930,통신 장비 제조,2022-04-12,BUY,이승우,유진투자증권,88000,67800,2022-04-08,반도체주 가장 큰 영향을 미치는 것은 결국 인플레이션으로 야기될 지 모르는 경기 둔화 우려로 삼성전자 주가는 부진한 모습을 보이고 있다.,둔화 반도체 당일 하락 경기 우려 확률 발표 가이던스 년비 기업 인플레 가능성 전자 견조 밸류 다음 실망 흐름 최악 부진 마이크론 팹리스 파운드리 자동차 장비 모든 주의 약세 개별 이슈 올해 섹터 인플레이션 야기 에너지 식료품 임금 확산 가계 필수 재인 구재 소비 배제 테크 비롯 양호 기대 시그널,https://markets.hankyung.com/pdf/2022/04/ec199f3ce7816c321af37a74f8c79fe9,ec199f3ce7816c321af37a74f8c79fe9
335,"1분기 전년 수준, 2분기 본격 성장 예상 Valuation 매력 보유",서진시스템,178320,통신 장비 제조,2022-04-12,BUY,박종선,유진투자증권,52000,39150,2022-04-11,"2분 및 하반기로 갈수록 통신장비 부품 매출액이 증가하고, 반도체 장비 OEM 사업도 본격화될 것으로 예상되어 실적 급성장 할 전망이다.",부품 이외 공급 제품 성장 하반기 장비 다각 고객 다변 지연 보유 기대 가면 성과 급성 이연 갈수록 경신 통신 삼성 전자 에릭슨 미국 후지쯔 반도체 화성 그릴 가정 신규 진출 컨테이너 가시 양산 물류 문제 납품 올해 상실 달성 생산 원자재 인건비 성도 하락 매력 여력 괴리율 유사 업체,https://markets.hankyung.com/pdf/2022/04/9848d783fce1c1b6d5b1877324bf8faf,9848d783fce1c1b6d5b1877324bf8faf
